25001	164.9
25002	164.5
25003	163.8
25004	166.4
25005	163.0
25006	163.3
25007	164.0
25008	163.5
25009	163.3
25010	166.7
25011	165.7
25012	162.6
25013	166.4
25014	162.8
25015	163.0
25016	165.2
25017	167.5
25018	162.0
25019	165.5
25020	162.1
25021	162.4
25022	166.0
25023	162.4
25024	163.8
25025	164.4
25026	163.0
25027	163.6
25028	165.9
25029	164.2
25030	162.2
25031	166.8
25032	170.0
25033	171.1
25034	165.9
25035	162.0
25036	169.3
25037	163.8
25038	166.0
25039	164.8
25040	163.1
25041	163.3
25042	163.9
25043	166.3
25044	167.0
25045	163.9
25046	163.6
25047	164.6
25048	166.2
25049	165.7
25050	163.4
25051	165.0
25052	163.3
25053	163.3
25054	163.4
25055	166.3
25056	163.5
25057	167.8
25058	163.7
25059	163.4
25060	163.3
25061	163.4
25062	169.6
25063	163.7
25064	165.2
25065	164.3
25066	164.1
25067	165.6
25068	165.0
25069	164.3
25070	166.0
25071	164.8
25072	171.0
25073	162.7
25074	165.4
25075	165.8
25076	163.7
25077	165.1
25078	163.5
25079	162.5
25080	163.0
25081	163.3
25082	163.1
25083	163.0
25084	164.3
25085	169.8
25086	167.5
25087	163.6
25088	165.9
25089	163.6
25090	164.7
25091	164.4
25092	166.1
25093	163.7
25094	167.0
25095	163.6
25096	165.0
25097	162.4
25098	162.7
25099	163.5
25100	163.5
25101	162.4
25102	164.1
25103	164.4
25104	167.3
25105	163.2
25106	165.0
25107	167.7
25108	163.8
25109	163.7
25110	162.2
25111	168.5
25112	168.2
25113	165.5
25114	162.4
25115	167.2
25116	164.4
25117	163.9
25118	165.3
25119	165.1
25120	162.1
25121	166.4
25122	163.1
25123	163.9
25124	163.1
25125	163.1
25126	162.8
25127	163.1
25128	162.8
25129	163.9
25130	163.0
25131	163.1
25132	164.2
25133	164.9
25134	162.9
25135	171.0
25136	161.7
25137	161.8
25138	171.7
25139	167.6
25140	163.8
25141	162.7
25142	164.9
25143	165.9
25144	163.6
25145	162.4
25146	162.8
25147	166.9
25148	163.4
25149	165.9
25150	169.2
25151	165.7
25152	168.2
25153	165.5
25154	163.5
25155	168.5
25156	168.0
25157	163.5
25158	161.8
25159	165.1
25160	163.8
25161	166.8
25162	162.8
25163	163.2
25164	162.9
25165	163.2
25166	163.3
25167	163.5
25168	163.1
25169	164.8
25170	163.1
25171	164.1
25172	162.9
25173	163.6
25174	163.7
25175	163.1
25176	164.3
25177	163.3
25178	162.8
25179	167.8
25180	162.9
25181	163.1
25182	163.1
25183	167.3
25184	163.1
25185	163.8
25186	163.3
25187	163.9
25188	164.3
25189	163.1
25190	163.2
25191	164.6
25192	162.9
25193	163.8
25194	163.0
25195	163.1
25196	163.6
25197	165.1
25198	163.6
25199	162.9
25200	163.8
25201	163.9
25202	163.7
25203	165.0
25204	162.7
25205	164.2
25206	165.1
25207	163.9
25208	163.8
25209	163.0
25210	163.3
25211	163.3
25212	163.0
25213	164.1
25214	166.6
25215	167.4
25216	163.1
25217	163.7
25218	164.8
25219	163.2
25220	163.2
25221	164.6
25222	163.0
25223	164.7
25224	163.5
25225	166.6
25226	165.7
25227	164.4
25228	163.3
25229	162.9
25230	165.6
25231	162.9
25232	163.1
25233	163.2
25234	163.5
25235	167.0
25236	163.0
25237	163.0
25238	165.0
25239	163.8
25240	163.6
25241	162.8
25242	163.2
25243	162.8
25244	162.8
25245	162.9
25246	163.1
25247	163.1
25248	163.2
25249	162.9
25250	163.9
25251	163.7
25252	163.6
25253	164.1
25254	163.3
25255	162.8
25256	163.2
25257	163.4
25258	164.2
25259	163.3
25260	164.1
25261	163.4
25262	163.3
25263	163.7
25264	163.9
25265	161.7
25266	166.3
25267	164.6
25268	167.1
25269	163.3
25270	165.3
25271	165.1
25272	165.4
25273	166.3
25274	163.5
25275	164.5
25276	165.9
25277	162.7
25278	164.4
25279	165.5
25280	162.7
25281	163.0
25282	167.0
25283	168.6
25284	164.8
25285	166.6
25286	165.6
25287	165.7
25288	168.2
25289	162.2
25290	165.2
25291	165.8
25292	163.3
25293	162.7
25294	163.5
25295	163.0
25296	162.7
25297	163.2
25298	164.2
25299	162.7
25300	164.5
25301	163.5
25302	163.5
25303	162.7
25304	162.8
25305	164.8
25306	163.7
25307	164.2
25308	163.2
25309	163.4
25310	164.0
25311	163.3
25312	163.5
25313	164.2
25314	164.0
25315	163.3
25316	166.3
25317	163.3
25318	165.4
25319	163.3
25320	163.3
25321	163.3
25322	166.2
25323	163.2
25324	163.3
25325	164.1
25326	164.2
25327	163.2
25328	163.6
25329	163.5
25330	164.2
25331	163.7
25332	164.1
25333	163.8
25334	164.0
25335	163.3
25336	163.0
25337	163.9
25338	163.7
25339	163.9
25340	164.2
25341	163.7
25342	170.5
25343	163.3
25344	163.6
25345	164.0
25346	164.0
25347	163.7
25348	163.2
25349	163.8
25350	165.8
25351	164.0
25352	163.9
25353	163.8
25354	163.2
25355	164.4
25356	165.7
25357	166.2
25358	161.6
25359	164.6
25360	164.5
25361	164.3
25362	162.7
25363	162.2
25364	166.9
25365	166.9
25366	165.2
25367	164.7
25368	173.5
25369	167.8
25370	167.0
25371	167.8
25372	165.3
25373	165.0
25374	163.2
25375	164.8
25376	163.1
25377	163.4
25378	163.4
25379	162.8
25380	162.6
25381	163.7
25382	163.5
25383	162.9
25384	160.9
25385	165.7
25386	161.2
25387	163.0
25388	166.6
25389	162.0
25390	164.2
25391	169.8
25392	163.5
25393	164.0
25394	163.3
25395	163.5
25396	165.0
25397	163.0
25398	163.0
25399	169.1
25400	163.5
25401	162.6
25402	166.7
25403	163.9
25404	165.3
25405	165.7
25406	167.9
25407	164.1
25408	163.9
25409	164.0
25410	165.1
25411	164.2
25412	163.8
25413	167.9
25414	162.2
25415	163.1
25416	162.6
25417	162.6
25418	165.3
25419	162.9
25420	164.1
25421	163.5
25422	162.8
25423	162.9
25424	163.6
25425	163.8
25426	163.0
25427	163.7
25428	164.0
25429	163.6
25430	164.6
25431	163.8
25432	163.5
25433	163.4
25434	163.4
25435	163.3
25436	163.6
25437	164.2
25438	164.1
25439	163.9
25440	164.1
25441	163.6
25442	166.0
25443	163.3
25444	163.7
25445	163.4
25446	163.2
25447	167.4
25448	163.4
25449	167.0
25450	170.3
25451	163.0
25452	162.9
25453	163.6
25454	163.8
25455	163.8
25456	163.1
25457	162.9
25458	163.0
25459	164.9
25460	163.3
25461	163.4
25462	163.2
25463	171.0
25464	163.0
25465	163.4
25466	164.4
25467	163.3
25468	163.5
25469	163.1
25470	166.7
25471	163.4
25472	163.0
25473	163.3
25474	166.3
25475	164.6
25476	163.0
25477	163.0
25478	165.9
25479	163.1
25480	165.8
25481	163.1
25482	162.9
25483	163.0
25484	164.0
25485	162.9
25486	163.2
25487	163.3
25488	164.1
25489	164.2
25490	163.7
25491	164.2
25492	164.3
25493	164.8
25494	164.4
25495	164.2
25496	164.8
25497	165.6
25498	165.6
25499	163.1
25500	166.1
25501	168.5
25502	163.9
25503	163.9
25504	170.9
25505	164.4
25506	163.6
25507	164.0
25508	164.2
25509	165.3
25510	165.9
25511	166.8
25512	168.8
25513	166.0
25514	164.6
25515	164.1
25516	165.6
25517	167.7
25518	164.5
25519	163.2
25520	163.4
25521	164.5
25522	163.6
25523	164.4
25524	163.8
25525	163.1
25526	163.6
25527	164.3
25528	163.0
25529	165.0
25530	163.4
25531	164.2
25532	165.4
25533	165.6
25534	164.2
25535	164.4
25536	163.2
25537	166.5
25538	164.3
25539	165.6
25540	164.8
25541	164.6
25542	167.1
25543	164.7
25544	164.2
25545	164.5
25546	164.9
25547	165.3
25548	166.8
25549	164.9
25550	164.3
25551	164.6
25552	164.4
25553	164.5
25554	164.8
25555	166.0
25556	167.2
25557	165.6
25558	167.0
25559	164.7
25560	166.6
25561	164.3
25562	167.6
25563	168.4
25564	164.5
25565	164.8
25566	164.9
25567	165.9
25568	167.6
25569	165.6
25570	164.7
25571	165.2
25572	164.8
25573	164.4
25574	164.8
25575	165.0
25576	168.3
25577	164.4
25578	164.2
25579	167.4
25580	164.5
25581	165.0
25582	165.7
25583	165.1
25584	166.1
25585	164.8
25586	165.2
25587	165.0
25588	166.4
25589	168.0
25590	165.0
25591	165.2
25592	165.8
25593	166.4
25594	166.0
25595	168.3
25596	166.1
25597	167.1
25598	166.1
25599	166.3
25600	167.0
25601	171.1
25602	168.5
25603	168.8
25604	167.5
25605	164.7
25606	168.5
25607	165.9
25608	166.4
25609	165.6
25610	163.8
25611	164.4
25612	164.3
25613	165.9
25614	164.6
25615	166.8
25616	165.5
25617	165.2
25618	164.5
25619	165.9
25620	167.5
25621	165.7
25622	165.7
25623	164.9
25624	164.7
25625	166.0
25626	164.6
25627	164.0
25628	164.0
25629	163.9
25630	164.4
25631	169.1
25632	165.2
25633	165.9
25634	164.4
25635	164.4
25636	164.5
25637	164.3
25638	164.2
25639	165.7
25640	164.9
25641	164.1
25642	163.5
25643	164.1
25644	167.1
25645	166.3
25646	164.1
25647	167.0
25648	165.1
25649	164.6
25650	163.6
25651	165.1
25652	164.6
25653	162.9
25654	163.6
25655	164.3
25656	163.1
25657	163.7
25658	163.7
25659	163.8
25660	164.1
25661	165.0
25662	169.5
25663	164.5
25664	164.6
25665	164.8
25666	163.6
25667	162.2
25668	166.0
25669	169.0
25670	163.1
25671	164.1
25672	164.8
25673	165.3
25674	163.8
25675	163.0
25676	164.3
25677	164.4
25678	162.9
25679	163.5
25680	161.5
25681	164.1
25682	162.0
25683	163.2
25684	164.7
25685	164.8
25686	165.1
25687	164.4
25688	166.4
25689	165.3
25690	167.3
25691	167.1
25692	164.2
25693	165.1
25694	165.2
25695	167.0
25696	164.9
25697	165.3
25698	165.3
25699	165.5
25700	166.0
25701	166.9
25702	165.7
25703	164.3
25704	164.9
25705	165.4
25706	164.3
25707	165.7
25708	166.2
25709	165.6
25710	171.3
25711	170.2
25712	166.1
25713	166.7
25714	165.1
25715	165.0
25716	163.0
25717	165.7
25718	167.7
25719	167.3
25720	169.1
25721	168.6
25722	169.4
25723	169.2
25724	171.7
25725	170.0
25726	168.3
25727	168.1
25728	167.9
25729	169.5
25730	167.7
25731	168.7
25732	166.7
25733	167.2
25734	167.9
25735	168.0
25736	165.3
25737	164.9
25738	166.1
25739	163.9
25740	166.0
25741	165.0
25742	167.3
25743	165.6
25744	162.5
25745	165.5
25746	162.6
25747	167.7
25748	169.0
25749	167.7
25750	176.0
25751	167.0
25752	166.1
25753	170.2
25754	168.9
25755	170.1
25756	168.0
25757	166.6
25758	167.3
25759	169.4
25760	165.7
25761	163.1
25762	162.1
25763	163.6
25764	165.6
25765	163.8
25766	165.7
25767	162.2
25768	164.7
25769	163.3
25770	165.3
25771	166.8
